scenario_id,agent_id,object_type,horizon_s,cv_ade,cv_fde,kf_ade,kf_fde,final_gt_x,final_gt_y,final_cv_x,final_cv_y,final_kf_x,final_kf_y,horizon
140117c81b4ef9fb,3052,pedestrian,3.0,0.22485765625905244,0.4348261547690685,0.43744905452085503,0.7528802589343203,3.2467041015625,-4.26025390625,3.5060251319501927,-3.911217535552161,3.1350074244534705,-3.515705360743523,3.0
140117c81b4ef9fb,4621,cyclist,3.0,0.0207710285920497,0.03994876322542992,0.02715353814293322,0.04926376970017627,-0.001220703125,-0.002197265625,0.006347661675226661,0.03702802643882219,0.01667412022396003,0.04370147403505516,3.0
140117c81b4ef9fb,4622,cyclist,3.0,0.348798837672871,0.9599816970462087,0.41790999670535744,0.5411942487410937,-6.5654296875,-10.5325927734375,-6.776128838304461,-11.469166703522038,-6.05191098424221,-10.36174267459388,3.0
140117c81b4ef9fb,4623,cyclist,3.0,0.3119829204283407,0.9266562219300588,1.1763315323972605,1.9628479902920968,20.4892578125,-8.7144775390625,21.319679679861277,-8.303270443002742,19.002998131778316,-7.432368185514683,3.0
16a8cd972084277a,4992,pedestrian,3.0,1.8055771736352675,3.896975239051126,2.1273728692266762,4.4520480894614884,-8.700439453125,-0.4365234375,-4.806418591426061,-0.5882387710395971,-4.24861913902236,-0.48155766693456653,3.0
1870b2208fe4ade9,64,pedestrian,3.0,0.3122472347593738,0.6062906022623556,0.2741409201899436,0.5114258540914427,-0.09521484375,0.0255126953125,-0.4216337744666942,0.5364324307518544,-0.35407216204014685,0.46659011822235064,3.0
1870b2208fe4ade9,65,pedestrian,3.0,0.09144504097406898,0.17345589413240187,0.08246505573201583,0.15434201464442557,-0.0367431640625,0.0377197265625,-0.18515912304058088,0.12749528186508569,-0.16816078070734775,0.11865715622200863,3.0
1870b2208fe4ade9,66,pedestrian,3.0,0.10222280111861494,0.1744435472957964,0.18332473810925168,0.31557517786894906,-0.154541015625,0.051513671875,0.016928834106567398,0.08358611840117652,0.16055477774114743,0.06890142302277416,3.0
1870b2208fe4ade9,71,pedestrian,3.0,0.895220598220447,1.8326875009878176,1.0190406260598457,1.9797130321861671,2.81884765625,4.33056640625,3.7015953826141272,2.7244842390256903,3.3095120942434866,2.4126216471142516,3.0
1870b2208fe4ade9,82,pedestrian,3.0,0.33868411656619235,0.450941634849898,0.40266814620021985,0.561717974626453,-1.8572998046875,-1.2998046875,-1.469155620008338,-1.0702563267111516,-1.37715282800318,-1.0082811656370954,3.0
1870b2208fe4ade9,89,pedestrian,3.0,0.17913743723918618,0.2916536820730882,0.26176280363613585,0.40762393262715324,-1.0140380859375,-1.0621337890625,-1.02235220498161,-0.7705986356224553,-0.9308751907674809,-0.6630834121457925,3.0
